1,66,3,2.4416382
1,195,4,4.9982414
1,12,3,8.0933075
1,13,4,9.761651
1,14,4,6.4651456
1,142,4,0.9679102
1,462,4,0.00356321
1,15,4,0.0036200054
1,858,3,3.4211261
1,859,2,2.1309276
1,29,2,3.5105114
1,30,3,0.36344975
1,31,2,0.0033213852
1,95,3,1.2609217
1,37,3,0.54696083
1,102,3,2.8893723
1,486,-1,10.185851
1,875,2,5.8938084
1,876,3,3.3901846
1,879,3,1.9608365
1,880,3,4.778838
1,497,3,2.1126196
1,51,3,7.3461013
1,52,4,3.247128
1,184,2,11.150376
1,56,3,2.8391988
1,57,2,2.9631252
1,185,3,0.4889207
1,378,2,2.5464342
2,643,3,0.2046629
2,390,3,2.5147429
2,391,3,1.6399436
2,202,3,2.4520488
2,12,1,14.505511
2,14,4,7.575348
2,15,2,0.3552161
2,658,3,3.4678662
2,856,3,1.6409479
2,857,3,0.40942156
2,858,2,0.23488548
2,859,2,0.2892907
2,285,3,2.8416715
2,864,3,0.44617075
2,102,3,2.3333194
2,486,-1,3.9117858
2,746,1,9.70299
2,877,3,0.37745133
2,497,3,2.454764
2,51,3,6.67554
2,52,4,3.3124962
2,948,2,2.4748373
2,184,2,5.1924086
2,442,4,1.5736101
2,380,4,1.4692945
3,144,3,9.348848
3,5,3,10.474692
3,181,3,9.313328
3,485,-1,7.8847
3,6,3,1.4981117
3,119,3,4.2229667
3,90,3,4.886089
3,91,3,4.839284
3,399,3,11.922328
4,166,3,17.091791
4,488,-1,12.659957
4,236,3,7.9259553
5,1296,1,6.1034575
5,401,3,4.4626923
5,1297,3,3.3258634
5,552,1,4.9933167
5,488,-1,4.5556283
6,257,3,6.4953504
6,258,3,2.32389
6,99,2,3.5820258
6,115,3,3.4910653
6,491,-1,7.8293543
7,19,4,4.2457457
7,20,2,1.6556492
7,56,3,18.645975
7,57,3,18.489805
7,58,3,11.42044
7,492,-1,33.242924
8,48,1,5.8133235
8,354,1,4.535957
8,20,3,2.4188292
8,196,3,4.3848457
8,197,3,5.83002
8,999,3,4.0959864
8,360,1,3.8075075
8,1112,3,2.7658386
8,122,1,11.483662
8,58,3,5.164244
8,492,-1,8.348334
8,1005,1,4.6149015
9,21,2,3.3460598
9,22,2,2.8632221
9,550,2,3.061719
9,534,-1,0.23683019
10,259,2,3.2910128
10,1011,3,3.4870307
10,436,3,2.6270754
10,405,2,6.133019
10,437,3,3.1853049
10,438,3,2.301429
10,998,3,3.2460253
10,493,-1,12.894335
10,302,3,8.841734
11,160,4,3.5093
11,20,4,3.2255292
11,262,3,7.3664384
11,263,3,3.928056
11,27,3,5.8124633
11,28,3,6.4985757
11,654,4,8.357082
11,495,-1,14.020331
12,624,-1,14.966954
12,194,2,1.7947502
12,86,2,4.5897775
12,649,4,7.1619296
12,650,2,6.8265114
12,652,2,3.5439472
13,64,2,0.16155379
13,496,-1,12.059228
13,65,4,0.014490971
13,311,4,0.13323985
13,265,2,0.17029187
14,64,1,8.705161
14,496,-1,0.92317283
14,65,4,5.3716483
15,497,-1,0.0033161417
15,462,3,7.503681
15,463,1,6.0966153
16,498,-1,13.950368
16,196,3,4.7089663
16,266,2,6.284042
16,106,3,10.065271
17,498,-1,8.092416
17,196,3,5.8382354
17,106,2,9.531158
18,498,-1,9.407853
18,196,2,7.334246
18,197,2,9.869524
18,198,2,0.99812806
19,32,2,0.16506767
19,67,2,0.021062044
19,1379,4,5.4413576
19,499,-1,0.26778856
19,164,2,4.3541217
19,715,3,2.0498247
19,716,3,6.084464
19,717,3,2.2142427
19,639,3,0.67390656
19,719,4,0.020876544
20,500,-1,19.971384
20,87,3,8.595894
20,407,3,5.0152125
20,88,3,11.997615
20,104,3,4.7018366
20,408,3,3.8646042
20,267,3,5.707477
20,268,3,12.222603
20,269,3,5.5200186
20,270,3,10.504986
21,16,2,3.3419564
21,502,-1,13.997222
21,413,2,5.628569
21,414,3,1.1012657
21,271,1,6.3405175
22,68,1,1.4548402
22,502,-1,0.6122491
23,704,2,1.0086887
23,705,2,0.37699205
23,899,3,3.717491
23,900,1,0.84172875
23,901,2,0.77988774
23,902,1,7.2222486
23,903,3,3.9534876
23,199,4,2.1709793
23,200,2,0.7855931
23,201,2,0.09570238
23,1289,2,4.390945
23,1290,3,3.006018
23,593,3,0.84819114
23,594,4,1.1725757
23,597,2,1.8131164
23,917,3,3.5007682
23,1109,2,4.0007977
23,919,3,2.8091807
23,1112,2,2.728183
23,601,2,0.78556263
23,544,2,1.0161449
23,1256,2,0.45842955
23,1259,2,3.8518496
23,749,3,1.0690671
23,1197,2,2.562207
23,687,2,0.39042488
23,1333,4,0.41494805
23,1141,2,0.088654906
23,1272,2,1.94737
23,634,2,3.6032095
23,698,2,4.3901525
23,700,2,2.6962078
23,892,-1,6.4790215
24,756,-1,8.42705
24,92,3,1.8091707
24,46,2,7.8816953
24,47,2,4.79187
25,212,3,7.4959946
25,276,3,1.1559399
25,213,2,5.763004
25,277,3,8.410688
25,214,3,7.0717287
25,215,3,9.8224325
25,216,3,7.454393
25,426,3,5.914176
25,427,3,2.7640424
25,511,-1,8.170551
26,145,1,11.426843
26,611,1,12.278935
26,1076,2,7.752329
26,565,2,5.4159513
26,406,2,5.6456556
26,376,2,5.898435
26,511,-1,1.021457
27,224,2,6.1698575
27,512,-1,7.2656293
27,278,3,2.8672237
27,428,3,9.271292
28,224,3,0.8711634
28,512,-1,0.0091596125
28,279,3,0.00959749
29,464,4,10.734431
29,609,2,3.2391818
29,225,3,6.397068
29,465,4,13.4643955
29,513,-1,10.79567
29,514,2,10.802469
29,466,4,4.573539
29,612,2,12.588663
29,793,3,3.2019541
29,250,2,8.967311
30,464,2,4.951348
30,225,2,3.7052426
30,609,3,0.6883004
30,513,-1,6.522658
30,514,2,3.5594635
30,466,3,5.164858
30,612,3,3.1480417
30,793,4,1.1863396
31,776,4,0.7577711
31,751,-1,10.1998005
32,752,-1,13.158864
32,465,2,2.6655045
32,247,4,4.9137397
32,249,3,1.1444697
32,777,3,2.3984296
32,778,3,0.6062366
32,250,4,5.705343
33,516,-1,24.226307
33,252,3,14.49794
33,141,4,16.183372
33,431,3,17.070066
34,672,3,6.632907
34,800,3,6.0125732
34,516,-1,9.219217
34,714,3,4.5440416
34,252,1,5.7355533
34,431,3,7.1614375
34,799,3,8.332718
35,132,3,3.1287098
35,517,-1,0.24794838
35,166,1,3.6017466
35,167,1,0.50340563
36,518,-1,5.946495
36,168,3,5.913788
36,169,2,1.2401606
37,97,3,3.6479352
37,242,3,3.633437
37,487,3,3.8662436
37,519,-1,3.92173
37,121,3,4.381132
37,409,3,4.923948
37,187,3,1.5416437
37,188,2,4.9705777
37,172,3,0.29165623
37,173,2,3.9256027
38,272,3,4.8397384
38,24,2,2.868193
38,552,2,3.1971736
38,536,-1,7.0635047
38,553,2,3.8976326
38,554,2,1.0279827
38,283,2,0.46253368
38,555,2,1.5832963
38,556,2,4.853943
38,557,4,1.7119012
38,558,4,3.9910452
39,418,3,4.1718707
39,552,2,1.672957
39,1257,3,5.6357064
39,554,2,0.07900853
39,555,1,0.5928017
39,556,2,0.7731202
39,557,4,0.07900853
39,79,3,3.3317683
39,207,3,5.383445
39,272,1,4.7283163
39,24,2,3.5772674
39,536,-1,2.8313818
39,505,3,3.0992043
39,283,2,0.09570238
40,552,2,2.9302351
40,553,2,0.9596331
40,554,2,0.07900853
40,555,2,0.08586395
40,556,2,2.3948996
40,557,4,1.4650419
40,558,4,2.1758742
40,272,3,3.6599138
40,976,3,2.8813052
40,85,3,2.2063823
40,24,2,2.638046
40,536,-1,7.0340424
40,283,2,0.09570238
41,288,1,8.1707535
41,289,1,14.841922
41,433,2,11.7933445
41,520,-1,8.3996525
42,467,3,10.081656
42,468,2,11.724372
42,469,3,11.627127
42,470,3,4.8990397
42,775,4,2.4588292
42,521,-1,19.722555
43,467,1,9.625658
43,468,1,6.553704
43,469,1,8.488009
43,39,3,6.781475
43,503,3,7.5183115
43,775,3,2.1466763
43,521,-1,7.0187545
44,436,3,0.19894376
44,437,4,0.24394034
44,524,-1,0.19715881
44,302,3,0.22267444
45,481,3,5.498426
45,1185,3,5.8648047
45,1226,4,1.4916158
45,1355,4,3.2298393
45,525,-1,9.003222
45,305,2,9.252139
45,338,3,4.0272303
45,308,3,3.6156332
45,629,3,3.0331495
45,663,3,3.1466012
45,570,2,4.325514
45,572,3,4.987991
45,798,3,1.8247746
46,481,3,6.107882
46,1185,4,6.6709805
46,1226,4,3.0288975
46,1355,4,4.3662615
46,525,-1,7.909964
46,623,3,6.9392123
46,305,2,9.045351
46,338,3,4.866262
46,84,4,7.2852073
46,629,4,4.6865954
46,663,4,3.7394254
46,344,3,6.7995906
46,570,3,4.4486756
46,123,4,7.5185776
46,572,4,6.6303744
46,798,3,1.788306
47,1185,3,2.159525
47,1355,3,5.1858296
47,525,-1,11.811612
47,304,2,8.995721
47,305,3,8.834492
47,306,2,4.3085628
47,307,2,9.76231
47,308,4,6.661553
47,629,3,4.884054
47,309,2,5.766569
47,310,2,9.299344
47,663,3,7.6990304
47,570,2,8.517022
47,572,2,6.2084455
47,798,3,0.81088954
48,439,2,5.8848186
48,311,3,2.0991588
48,440,3,11.790507
48,265,4,0.33039016
48,314,4,0.4460246
48,794,4,2.9263182
48,187,4,1.9829279
48,315,4,4.455653
48,316,3,2.1229918
48,797,3,9.423255
48,798,3,3.753302
48,526,-1,12.102839
49,320,3,11.811651
49,478,4,7.407949
49,527,-1,14.426467
50,528,-1,6.039579
50,306,4,1.6352609
50,629,2,5.4102626
50,21,4,1.5965737
50,326,2,7.1486373
50,22,4,3.6357164
50,94,4,2.5643575
51,192,3,7.368266
51,528,-1,9.578586
51,629,2,6.7407327
51,261,4,9.395425
51,326,4,10.106162
51,23,2,7.2654867
51,105,2,5.4725604
51,381,2,1.9328988
51,94,1,7.5313077
51,494,2,14.575783
51,63,4,3.6881654
52,528,-1,5.704141
52,306,2,8.010716
52,21,2,7.7068233
52,22,2,5.592731
52,326,4,6.0405416
53,448,4,8.352585
53,208,4,17.27329
53,33,3,7.641207
53,449,4,5.838591
53,531,-1,11.511453
53,296,3,9.470963
53,297,4,7.463088
53,298,4,9.532565
53,299,4,4.6060514
53,446,4,4.1637278
53,447,4,9.010124
54,560,3,7.6564884
54,84,2,13.458682
54,628,4,6.3805785
54,101,3,7.5976706
54,661,4,6.2373013
54,294,3,8.058495
54,24,3,6.0020247
54,123,-1,17.236332
54,364,3,10.121663
54,365,3,10.848269
55,16,2,8.4759655
55,562,2,8.975694
55,502,3,2.14089
55,375,2,5.1056595
55,376,4,9.186689
55,377,4,10.490283
55,378,3,4.833453
55,538,-1,4.8374443
55,460,2,12.002873
55,255,3,6.709905
55,271,3,2.0196776
56,705,4,2.21166
56,753,-1,16.835222
56,643,4,4.106977
56,1339,3,8.389136
56,779,4,0.18792391
56,379,4,6.719151
56,380,2,4.7003136
56,780,4,3.8338525
56,749,3,5.615836
56,14,4,10.211031
56,686,4,6.1096377
57,704,4,5.302065
57,705,4,3.3660722
57,746,3,2.271851
57,779,4,0.8448325
57,780,4,1.8528
57,12,4,0.28107643
57,14,4,4.5403666
57,15,4,2.9344866
57,593,3,3.8779278
57,753,-1,10.683022
57,914,3,3.233412
57,857,4,4.416863
57,379,4,5.155856
57,859,4,3.078454
57,380,2,7.12636
58,784,4,5.7649055
58,785,3,9.966956
58,786,3,5.8039627
58,754,-1,15.4157095
58,787,3,5.491992
58,788,2,11.206706
58,789,4,8.585238
58,23,4,5.9713616
58,381,4,3.189148
58,382,4,2.489169
59,785,3,6.0585027
59,786,3,6.1158032
59,754,-1,5.281366
59,787,3,0.16752638
59,788,2,4.405992
60,320,4,14.133212
60,322,-1,16.30103
60,475,2,2.9370391
60,476,3,8.86916
60,478,4,7.625601
60,527,3,16.939262
61,564,3,9.262874
61,565,2,6.5684624
61,661,4,3.0179179
61,566,2,9.699147
61,1159,3,2.71334
61,539,-1,10.450241
62,566,1,5.5306964
62,1078,3,4.3935475
62,567,2,5.202679
62,1081,3,9.15619
62,539,-1,4.533291
62,1084,2,0.6624389
63,564,3,1.0054743
63,566,3,2.1193838
63,567,1,1.6166006
63,539,-1,0.2509282
64,627,-1,4.5736547
64,390,1,7.526974
64,391,2,4.8572235
65,128,2,2.956078
65,384,3,0.0056080623
65,2,2,7.4657393
65,418,4,2.8832314
65,3,2,10.510403
65,323,3,1.2092615
65,324,3,4.285932
65,4,3,7.644125
65,388,-1,10.810348
65,393,3,8.1668
65,394,3,2.2970395
65,659,3,4.111463
65,180,3,8.065406
65,629,2,6.4331517
65,1302,3,4.648844
65,664,2,8.385946
66,659,3,6.416246
66,180,3,4.7305017
66,660,3,5.125643
66,388,-1,5.3151703
66,629,2,8.976599
66,664,2,6.866311
67,128,1,6.1067953
67,2,1,8.979235
67,3,1,8.155736
67,323,3,1.3229342
67,324,3,5.5201077
67,4,3,7.8113966
67,388,-1,7.6757417
67,389,3,6.7790394
67,393,3,8.594373
67,394,3,2.2967374
67,659,3,5.805756
67,180,1,8.227965
67,629,2,6.6107626
67,1302,3,5.2205462
67,664,2,7.9707575
68,628,-1,15.778408
68,101,3,2.9187083
